InputID,TargetID,Distance,fipscounty,msa,msaname,cbsaname
37860,310M300US35380,2.89933005223,12113,6080,"PENSACOLA, FL","Pensacola-Ferry Pass-Brent, FL"
13940,310M300US35380,26.100024785,,,,
39660,310M300US35380,19.2840009621,46103,6660,"RAPID CITY, SD","Rapid City, SD"
36340,310M300US35380,15.3619658209,,,,
21460,310M300US35380,4.23306002688,,,,
39420,310M300US35380,32.3925278464,,,,
13820,310M300US35380,4.74204211946,1127,1,ALABAMA,"Birmingham-Hoover, AL"
18300,310M300US35380,36.6019227918,,,,
19740,310M300US35380,17.7261806296,8093,6,COLORADO,"Denver-Aurora, CO"
27620,310M300US35380,8.99425399841,29151,26,MISSOURI,"Jefferson City, MO"
28300,310M300US35380,21.9670671167,,,,
40940,310M300US35380,20.1680150419,,,,
22140,310M300US35380,19.5236007634,35045,32,NEW MEXICO,"Farmington, NM"
25060,310M300US35380,1.10472466828,28131,25,MISSISSIPPI,"Gulfport-Biloxi, MS"
48940,310M300US35380,11.3196953728,,,,
10380,310M300US35380,25.741245033,72131,40,PUERTO RICO,"Aguadilla-Isabela-San Sebastián, PR"
10260,310M300US35380,25.989477688,,,,
27340,310M300US35380,13.4180722328,37133,3605,"JACKSONVILLE, NC","Jacksonville, NC"
45860,310M300US35380,20.5009534295,,,,
32900,310M300US35380,31.6211145033,6047,4940,"MERCED, CA","Merced, CA"
24020,310M300US35380,21.1883412974,36115,2975,"GLENS FALLS, NY","Glens Falls, NY"
12780,310M300US35380,9.0479237634,,,,
26820,310M300US35380,26.3350410126,16051,13,IDAHO,"Idaho Falls, ID"
22800,310M300US35380,10.6706401133,,,,
30340,310M300US35380,24.3539671652,23001,4243,"LEWISTON-AUBURN, ME","Lewiston-Auburn, ME"
35980,310M300US35380,21.2746026052,9011,5523,"NEW LONDON-NORWICH, CT","Norwich-New London, CT"
33340,310M300US35380,13.3898478977,55133,5080,"MILWAUKEE-WAUKESHA, WI","Milwaukee-Waukesha-West Allis, WI"
29980,310M300US35380,5.89388985617,,,,
27100,310M300US35380,13.5238958139,26075,3520,"JACKSON, MI","Jackson, MI"
18580,310M300US35380,7.78847899355,48409,1880,"CORPUS CHRISTI, TX","Corpus Christi, TX"
39340,310M300US35380,24.5188254873,49049,6520,"PROVO-OREM, UT","Provo-Orem, UT"
49260,310M300US35380,11.3700259383,,,,
34700,310M300US35380,11.6375327877,,,,
34580,310M300US35380,36.8143848389,53057,50,WASHINGTON,"Mount Vernon-Anacortes, WA    a"
25840,310M300US35380,33.0428604608,,,,
10660,310M300US35380,14.1828499724,,,,
33140,310M300US35380,12.0749169126,18091,15,INDIANA,"Michigan City-La Porte, IN"
49740,310M300US35380,24.1286711828,4027,9360,"YUMA, AZ","Yuma, AZ"
42220,310M300US35380,34.0497280198,6097,7500,"SANTA ROSA, CA","Santa Rosa-Petaluma, CA"
15180,310M300US35380,8.45365820562,48061,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX","Brownsville-Harlingen, TX"
39460,310M300US35380,8.57730554546,12015,6580,"PUNTA GORDA, FL","Punta Gorda, FL"
33740,310M300US35380,3.63314364828,22111,19,LOUISIANA,"Monroe, LA"
41140,310M300US35380,11.044347141,29063,26,MISSOURI,"St. Joseph, MO-KS"
35500,310M300US35380,12.1837760562,,,,
27980,310M300US35380,67.2357179158,,,,
46380,310M300US35380,34.7765144227,,,,
43100,310M300US35380,13.9605872455,55117,7620,"SHEBOYGAN, WI","Sheboygan, WI"
12420,310M300US35380,7.71505470704,48491,640,"AUSTIN-SAN MARCOS, TX","Austin-Round Rock, TX"
27740,310M300US35380,9.91295533612,47179,3660,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA","Johnson City, TN"
